name,date,o,h,l,c,Date,open,high,low,Close
,,,,,,2017-02-08 23:59:59,1052.411201,1069.563719,1020.590571,1052.015613
,,,,,,2017-02-09 23:59:59,1052.011401,1077.819022,942.917481,985.473695
,,,,,,2017-02-10 23:59:59,985.468401,1004.768798,953.622974,995.552522
,,,,,,2017-02-11 23:59:59,995.552576,1015.072825,988.620595,1008.183418
,,,,,,2017-02-12 23:59:59,1008.183434,1009.993147,994.551885,998.023605
,,,,,,2017-02-13 23:59:59,998.039905,1007.443506,977.462082,1000.296121
,,,,,,2017-02-14 23:59:59,1000.295488,1018.353313,990.439188,1012.546072
,,,,,,2017-02-15 23:59:59,1012.546053,1015.285913,1004.023428,1013.547121
,,,,,,2017-02-16 23:59:59,1013.547122,1041.804486,1013.547122,1035.50956
,,,,,,2017-02-17 23:59:59,1035.50956,1061.945597,1034.350588,1055.786126
,,,,,,2017-02-18 23:59:59,1055.786126,1069.965885,1053.532596,1059.611435
,,,,,,2017-02-19 23:59:59,1060.127018,1064.998112,1045.641084,1055.94162
,,,,,,2017-02-20 23:59:59,1055.941616,1093.819107,1044.448913,1088.965575
,,,,,,2017-02-21 23:59:59,1088.965575,1131.154839,1082.230885,1128.325769
,,,,,,2017-02-22 23:59:59,1128.325768,1139.408367,1106.612824,1128.462585
,,,,,,2017-02-23 23:59:59,1128.459959,1195.391489,1122.606676,1185.995471
,,,,,,2017-02-24 23:59:59,1186.07967,1218.336644,1109.392141,1185.91222
,,,,,,2017-02-25 23:59:59,1185.91222,1188.623504,1130.666329,1152.505796
,,,,,,2017-02-26 23:59:59,1152.504435,1184.92638,1134.856959,1179.401572
,,,,,,2017-02-27 23:59:59,1179.40157,1199.509172,1173.454951,1195.174074
,,,,,,2017-02-28 23:59:59,1195.174075,1214.318731,1179.063374,1190.498788
,,,,,,2017-03-01 23:59:59,1190.498356,1230.868222,1188.03967,1229.458558
,,,,,,2017-03-02 23:59:59,1229.458874,1282.99,1215.657656,1257.639297
,,,,,,2017-03-03 23:59:59,1257.692044,1293.979126,1257.430122,1289.034005
,,,,,,2017-03-04 23:59:59,1289.067373,1291.124578,1240.888213,1268.089252
,,,,,,2017-03-05 23:59:59,1268.089189,1279.24855,1246.244278,1278.644279
,,,,,,2017-03-06 23:59:59,1278.644279,1286.153998,1269.225262,1279.930685
,,,,,,2017-03-07 23:59:59,1279.930688,1281.483441,1184.825756,1232.654602
,,,,,,2017-03-08 23:59:59,1232.654602,1242.301673,1144.803524,1149.577012
,,,,,,2017-03-09 23:59:59,1149.577012,1207.158746,1135.209634,1190.701029
,,,,,,2017-03-10 23:59:59,1190.700516,1336.249606,989.202872,1113.99
,,,,,,2017-03-11 23:59:59,1113.99,1196.354425,1109.025949,1177.374181
,,,,,,2017-03-12 23:59:59,1177.374186,1239.330224,1170.164336,1226.299808
,,,,,,2017-03-13 23:59:59,1226.299808,1247.756962,1215.754684,1243.587215
,,,,,,2017-03-14 23:59:59,1243.587221,1257.949988,1225.858089,1245.0
,,,,,,2017-03-15 23:59:59,1245.0,1259.985522,1243.967142,1257.852613
,,,,,,2017-03-16 23:59:59,1257.86225,1258.183272,1132.287735,1174.776007
,,,,,,2017-03-17 23:59:59,1174.775847,1174.775847,1066.241926,1070.077536
,,,,,,2017-03-18 23:59:59,1070.069024,1096.725105,938.40728,969.084683
,,,,,,2017-03-19 23:59:59,969.07727,1058.31756,969.07558,1016.451782
,,,,,,2017-03-20 23:59:59,1016.451785,1051.959655,1012.580915,1039.352301
,,,,,,2017-03-21 23:59:59,1039.35524,1118.969002,1039.308207,1114.714779
,,,,,,2017-03-22 23:59:59,1114.714959,1114.738997,989.029319,1038.140962
,,,,,,2017-03-23 23:59:59,1038.140963,1053.915563,1015.458476,1029.479317
,,,,,,2017-03-24 23:59:59,1029.479317,1030.566007,923.171326,934.055104
,,,,,,2017-03-25 23:59:59,933.98832,974.358591,891.35,964.688788
,,,,,,2017-03-26 23:59:59,964.688788,1003.444376,948.98239,967.964412
,,,,,,2017-03-27 23:59:59,967.996096,1043.604534,959.102241,1041.913392
,,,,,,2017-03-28 23:59:59,1041.913379,1066.236443,1017.04828,1044.733653
,,,,,,2017-03-29 23:59:59,1044.733653,1058.326056,1009.647963,1041.343323
,,,,,,2017-03-30 23:59:59,1041.34326,1051.789658,1023.370498,1041.055647
,,,,,,2017-03-31 23:59:59,1041.045935,1089.311897,1040.975022,1081.309342
,,,,,,2017-04-01 23:59:59,1081.281231,1106.565244,1070.372702,1092.4799
,,,,,,2017-04-02 23:59:59,1092.47992,1117.29634,1081.234591,1107.694454
,,,,,,2017-04-03 23:59:59,1107.694476,1157.201568,1107.68897,1149.48146
,,,,,,2017-04-04 23:59:59,1149.481472,1161.656916,1125.609582,1143.453999
,,,,,,2017-04-05 23:59:59,1143.453979,1145.177126,1113.413014,1133.818106
,,,,,,2017-04-06 23:59:59,1133.817368,1204.83348,1133.789498,1192.3
,,,,,,2017-04-07 23:59:59,1192.3,1202.973004,1177.366229,1193.471113
,,,,,,2017-04-08 23:59:59,1193.471113,1198.138234,1171.37112,1184.616089
,,,,,,2017-04-09 23:59:59,1184.616089,1219.971707,1176.58332,1210.688079
,,,,,,2017-04-10 23:59:59,1210.690544,1219.455611,1202.777951,1210.809409
,,,,,,2017-04-11 23:59:59,1210.809423,1231.145569,1202.597292,1223.071493
,,,,,,2017-04-12 23:59:59,1223.071493,1227.691667,1211.017676,1214.706439
,,,,,,2017-04-13 23:59:59,1214.706439,1218.799626,1149.383592,1175.832758
,,,,,,2017-04-14 23:59:59,1175.832758,1196.347831,1167.526301,1171.510567
,,,,,,2017-04-15 23:59:59,1171.510567,1194.88334,1167.04,1178.689582
,,,,,,2017-04-16 23:59:59,1178.677177,1192.574703,1171.542213,1177.327725
,,,,,,2017-04-17 23:59:59,1177.327725,1196.21044,1169.793171,1188.308517
,,,,,,2017-04-18 23:59:59,1188.329806,1207.791255,1188.328083,1201.962894
,,,,,,2017-04-19 23:59:59,1201.97758,1210.195877,1191.627862,1210.006338
,,,,,,2017-04-20 23:59:59,1210.010034,1241.545451,1210.008572,1234.812416
,,,,,,2017-04-21 23:59:59,1234.812405,1254.201585,1234.812398,1246.675228
,,,,,,2017-04-22 23:59:59,1246.675383,1249.366027,1215.333053,1241.954858
,,,,,,2017-04-23 23:59:59,1241.955268,1249.965232,1233.083977,1247.602877
,,,,,,2017-04-24 23:59:59,1247.602877,1257.981568,1242.828457,1255.492386
,,,,,,2017-04-25 23:59:59,1255.492386,1282.966923,1254.952139,1277.444117
,,,,,,2017-04-26 23:59:59,1277.449912,1316.49697,1276.887828,1292.80873
,,,,,,2017-04-27 23:59:59,1292.808626,1349.9482,1291.144552,1341.963818
,,,,,,2017-04-28 23:59:59,1341.963817,1367.297574,1300.484228,1349.374115
,,,,,,2017-04-29 23:59:59,1338.280403,1364.150188,1332.282916,1360.781262
,,,,,,2017-04-30 23:59:59,1360.781262,1388.51716,1334.479597,1378.768955
,,,,,,2017-05-01 23:59:59,1378.768968,1461.474612,1374.055867,1430.801742
,,,,,,2017-05-02 23:59:59,1430.799662,1484.045543,1420.36124,1463.671881
,,,,,,2017-05-03 23:59:59,1463.671919,1518.437226,1448.817137,1511.526582
,,,,,,2017-05-04 23:59:59,1505.579893,1620.707461,1453.529827,1544.925513
,,,,,,2017-05-05 23:59:59,1544.872852,1613.517379,1497.402892,1527.20286
,,,,,,2017-05-06 23:59:59,1527.20286,1579.966306,1520.740647,1566.68584
,,,,,,2017-05-07 23:59:59,1566.685982,1582.046952,1537.768305,1566.372853
,,,,,,2017-05-08 23:59:59,1566.376133,1649.671786,1560.299862,1648.717642
,,,,,,2017-05-09 23:59:59,1648.717738,1760.703627,1631.10547,1719.299697
,,,,,,2017-05-10 23:59:59,1719.29974,1792.239065,1686.58435,1779.425439
,,,,,,2017-05-11 23:59:59,1779.349005,1887.139027,1754.011665,1835.265397
,,,,,,2017-05-12 23:59:59,1835.265397,1837.063069,1650.654566,1695.79
,,,,,,2017-05-13 23:59:59,1695.79,1790.964103,1610.402113,1790.952773
,,,,,,2017-05-14 23:59:59,1790.961706,1821.475149,1763.535215,1794.330074
,,,,,,2017-05-15 23:59:59,1794.330202,1797.757801,1699.533748,1746.932976
,,,,,,2017-05-16 23:59:59,1746.933012,1779.261311,1707.187727,1777.02
,,,,,,2017-05-17 23:59:59,1777.02,1840.0,1747.01,1808.338604
,,,,,,2017-05-18 23:59:59,1808.338942,1893.274051,1796.899752,1891.698409
,,,,,,2017-05-19 23:59:59,1891.698393,1967.745126,1878.045865,1961.337826
,,,,,,2017-05-20 23:59:59,1961.345914,2025.25892,1957.786705,2020.343605
,,,,,,2017-05-21 23:59:59,2020.343762,2069.637426,1994.485301,2019.548831
,,,,,,2017-05-22 23:59:59,2019.548805,2240.067027,1987.624604,2100.894781
,,,,,,2017-05-23 23:59:59,2100.81258,2267.975104,2096.43978,2266.627547
,,,,,,2017-05-24 23:59:59,2266.627141,2471.640752,2266.506712,2422.603808
,,,,,,2017-05-25 23:59:59,2422.603839,2736.849244,2256.278549,2301.487373
,,,,,,2017-05-26 23:59:59,2301.370939,2613.005482,2054.198138,2271.714993
,,,,,,2017-05-27 23:59:59,2271.703233,2339.788482,1875.611288,2052.191153
,,,,,,2017-05-28 23:59:59,2052.505378,2309.996821,2052.505378,2198.401292
,,,,,,2017-05-29 23:59:59,2198.406561,2350.981764,2125.401128,2281.305859
,,,,,,2017-05-30 23:59:59,2281.305302,2322.829001,2135.422071,2193.309809
,,,,,,2017-05-31 23:59:59,2193.309574,2336.182572,2168.86475,2300.693462
,,,,,,2017-06-01 23:59:59,2300.693458,2458.411658,2300.693458,2414.25708
,,,,,,2017-06-02 23:59:59,2414.259211,2484.006687,2381.05,2484.006687
,,,,,,2017-06-03 23:59:59,2484.006693,2591.11542,2455.523541,2548.31
,,,,,,2017-06-04 23:59:59,2548.05,2565.646273,2471.227475,2530.080705
,,,,,,2017-06-05 23:59:59,2530.080573,2693.520881,2529.415386,2693.520881
,,,,,,2017-06-06 23:59:59,2693.520013,2930.340192,2691.57,2870.144961
,,,,,,2017-06-07 23:59:59,2870.199718,2886.530247,2615.319896,2691.069516
,,,,,,2017-06-08 23:59:59,2691.069487,2811.586484,2623.994648,2806.286611
,,,,,,2017-06-09 23:59:59,2806.315883,2862.58,2789.19,2816.734106
,,,,,,2017-06-10 23:59:59,2816.734143,2921.83924,2800.312549,2908.0082
,,,,,,2017-06-11 23:59:59,2908.096713,2969.642141,2867.080546,2959.041062
,,,,,,2017-06-12 23:59:59,2959.041602,2985.416373,2480.04,2659.135508
,,,,,,2017-06-13 23:59:59,2659.135548,2782.01093,2647.316595,2706.703046
,,,,,,2017-06-14 23:59:59,2706.732057,2795.08205,2330.177533,2459.969388
,,,,,,2017-06-15 23:59:59,2459.970401,2512.739256,2123.68,2416.078485
,,,,,,2017-06-16 23:59:59,2416.028807,2521.186376,2315.290187,2483.577188
,,,,,,2017-06-17 23:59:59,2483.217594,2673.070878,2423.635339,2635.1301
,,,,,,2017-06-18 23:59:59,2634.322965,2665.753141,2458.907988,2513.446875
,,,,,,2017-06-19 23:59:59,2513.444682,2596.052308,2484.66705,2596.052308
,,,,,,2017-06-20 23:59:59,2596.052284,2769.794542,2584.53287,2728.967855
,,,,,,2017-06-21 23:59:59,2728.966741,2781.080231,2599.229293,2648.513506
,,,,,,2017-06-22 23:59:59,2648.514307,2725.186582,2597.307475,2680.432985
,,,,,,2017-06-23 23:59:59,2680.432977,2737.142622,2671.130311,2684.597114
,,,,,,2017-06-24 23:59:59,2684.596933,2716.854917,2507.166919,2564.729666
,,,,,,2017-06-25 23:59:59,2564.720135,2624.868418,2431.344715,2503.428155
,,,,,,2017-06-26 23:59:59,2503.428146,2552.78665,2285.503677,2410.526914
,,,,,,2017-06-27 23:59:59,2410.404776,2566.355912,2269.366415,2566.330559
,,,,,,2017-06-28 23:59:59,2566.007014,2595.110451,2457.625171,2552.601572
,,,,,,2017-06-29 23:59:59,2552.556365,2592.216092,2509.26897,2535.190677
,,,,,,2017-06-30 23:59:59,2535.190923,2552.604504,2448.45588,2455.658213
,,,,,,2017-07-01 23:59:59,2455.658794,2511.083778,2397.663852,2419.798898
,,,,,,2017-07-02 23:59:59,2419.798092,2530.28134,2379.189825,2511.699458
,,,,,,2017-07-03 23:59:59,2511.699652,2584.068948,2477.084918,2544.292337
,,,,,,2017-07-04 23:59:59,2544.29184,2636.739415,2543.333034,2603.508039
,,,,,,2017-07-05 23:59:59,2603.277259,2623.008217,2537.598567,2608.955005
,,,,,,2017-07-06 23:59:59,2608.953384,2612.702399,2581.064061,2602.133534
,,,,,,2017-07-07 23:59:59,2602.133541,2606.0,2474.168232,2500.893281
,,,,,,2017-07-08 23:59:59,2500.893322,2556.31565,2471.22,2554.539413
,,,,,,2017-07-09 23:59:59,2554.539933,2563.189557,2501.0,2507.298326
,,,,,,2017-07-10 23:59:59,2507.298359,2521.308634,2266.4113,2335.532958
,,,,,,2017-07-11 23:59:59,2335.533051,2400.114731,2253.590683,2307.601035
,,,,,,2017-07-12 23:59:59,2307.60105,2411.154426,2248.243242,2385.726953
,,,,,,2017-07-13 23:59:59,2385.72695,2416.944952,2315.519295,2339.221012
,,,,,,2017-07-14 23:59:59,2339.23984,2354.896461,2149.508666,2217.805548
,,,,,,2017-07-15 23:59:59,2217.806709,2222.162015,1969.521939,1969.521939
,,,,,,2017-07-16 23:59:59,1969.520716,2041.159646,1822.295934,1914.617355
,,,,,,2017-07-17 23:59:59,1914.611194,2224.856385,1913.42,2224.856385
,,,,,,2017-07-18 23:59:59,2224.851956,2390.146901,2155.154937,2307.524178
,,,,,,2017-07-19 23:59:59,2307.523733,2396.835319,2223.01,2264.40314
,,,,,,2017-07-20 23:59:59,2264.386522,2927.828226,2263.363851,2862.75197
,,,,,,2017-07-21 23:59:59,2862.751478,2876.04,2615.550885,2670.0
,,,,,,2017-07-22 23:59:59,2670.0,2873.479525,2652.220037,2828.260295
,,,,,,2017-07-23 23:59:59,2828.26068,2847.53943,2678.45382,2756.969381
,,,,,,2017-07-24 23:59:59,2756.969377,2799.870461,2718.364552,2759.844521
,,,,,,2017-07-25 23:59:59,2759.844521,2778.54685,2450.898871,2563.464073
,,,,,,2017-07-26 23:59:59,2563.4684,2610.11043,2406.502599,2525.205131
,,,,,,2017-07-27 23:59:59,2525.205131,2685.213727,2513.630836,2665.119923
,,,,,,2017-07-28 23:59:59,2665.220388,2821.139307,2657.929677,2786.07
,,,,,,2017-07-29 23:59:59,2786.07,2787.419442,2667.38398,2697.856161
,,,,,,2017-07-30 23:59:59,2697.817657,2752.655544,2577.77431,2733.956756
,,,,,,2017-07-31 23:59:59,2733.957025,2895.225552,2701.49,2858.51
,,,,,,2017-08-01 23:59:59,2858.43,2925.118049,2659.463697,2731.839924
,,,,,,2017-08-02 23:59:59,2731.838354,2758.662012,2652.0,2699.873084
,,,,,,2017-08-03 23:59:59,2699.873016,2802.548481,2699.860979,2789.066054
,,,,,,2017-08-04 23:59:59,2789.065741,2875.755955,2765.591009,2857.25032
,,,,,,2017-08-05 23:59:59,2857.250212,3333.846304,2855.983751,3254.702667
,,,,,,2017-08-06 23:59:59,3254.702663,3284.596554,3149.561813,3224.166207
,,,,,,2017-08-07 23:59:59,3224.166412,3418.040364,3190.6898,3391.619862
,,,,,,2017-08-08 23:59:59,3391.678265,3485.66211,3344.019789,3420.114672
,,,,,,2017-08-09 23:59:59,3420.139396,3424.647664,3239.583516,3342.699698
,,,,,,2017-08-10 23:59:59,3342.727391,3445.318054,3316.079634,3422.961368
,,,,,,2017-08-11 23:59:59,3422.94769,3716.349397,3411.76753,3650.410734
,,,,,,2017-08-12 23:59:59,3650.41039,3951.234419,3615.60882,3872.849014
,,,,,,2017-08-13 23:59:59,3872.849013,4193.265361,3840.120401,4056.539338
,,,,,,2017-08-14 23:59:59,4056.573389,4328.0,3985.72,4321.51
,,,,,,2017-08-15 23:59:59,4321.51,4423.227266,3810.316937,4155.6352
,,,,,,2017-08-16 23:59:59,4155.635196,4384.556001,3930.0,4372.099162
,,,,,,2017-08-17 23:59:59,4372.099106,4472.295546,4181.91,4276.693473
,,,,,,2017-08-18 23:59:59,4276.667098,4356.583491,3975.7,4102.570687
,,,,,,2017-08-19 23:59:59,4102.570626,4186.08,3979.571846,4157.41
,,,,,,2017-08-20 23:59:59,4157.41,4174.678437,4042.587374,4054.240996
,,,,,,2017-08-21 23:59:59,4054.240943,4088.952018,3960.001307,3997.462706
,,,,,,2017-08-22 23:59:59,3997.46113,4138.359432,3600.0,4085.361888
,,,,,,2017-08-23 23:59:59,4085.361734,4246.749201,4067.864521,4132.535892
,,,,,,2017-08-24 23:59:59,4132.535892,4349.626088,4109.995266,4310.374258
,,,,,,2017-08-25 23:59:59,4310.374203,4449.524279,4282.286085,4357.339336
,,,,,,2017-08-26 23:59:59,4357.357699,4372.258109,4253.068165,4342.358114
,,,,,,2017-08-27 23:59:59,4342.357,4391.215137,4309.408153,4340.22
,,,,,,2017-08-28 23:59:59,4340.22,4396.039546,4192.819315,4383.997067
,,,,,,2017-08-29 23:59:59,4383.997122,4641.094493,4347.382612,4585.478663
,,,,,,2017-08-30 23:59:59,4585.478441,4635.516058,4489.44617,4575.292667
,,,,,,2017-08-31 23:59:59,4575.292639,4765.477839,4573.721929,4739.469833
,,,,,,2017-09-01 23:59:59,4739.469406,4924.62172,4695.0804,4921.45768
,,,,,,2017-09-02 23:59:59,4921.457793,4978.103393,4500.0,4605.892466
,,,,,,2017-09-03 23:59:59,4606.587602,4738.72407,4451.80299,4614.304072
,,,,,,2017-09-04 23:59:59,4614.29764,4618.751793,4125.902342,4312.106335
,,,,,,2017-09-05 23:59:59,4312.122971,4519.075881,4080.470558,4424.214533
,,,,,,2017-09-06 23:59:59,4424.214564,4689.957467,4423.800465,4612.221235
,,,,,,2017-09-07 23:59:59,4612.221238,4665.913704,4480.17,4620.804685
,,,,,,2017-09-08 23:59:59,4620.785462,4678.780944,4144.610118,4340.151487
,,,,,,2017-09-09 23:59:59,4340.150169,4434.327252,4181.49,4325.865032
,,,,,,2017-09-10 23:59:59,4325.865036,4329.002015,4093.049025,4239.831706
,,,,,,2017-09-11 23:59:59,4239.842709,4352.832659,4111.134566,4204.341804
,,,,,,2017-09-12 23:59:59,4204.341813,4373.653614,4080.215047,4163.544879
,,,,,,2017-09-13 23:59:59,4164.760202,4173.57,3735.27229,3855.562625
,,,,,,2017-09-14 23:59:59,3855.562671,3918.927375,3221.685799,3247.122283
,,,,,,2017-09-15 23:59:59,3247.124208,3826.74788,2977.0,3725.455917
,,,,,,2017-09-16 23:59:59,3725.497039,3916.240376,3573.19223,3715.875255
,,,,,,2017-09-17 23:59:59,3715.875255,3827.830419,3480.47618,3716.184135
,,,,,,2017-09-18 23:59:59,3716.213569,4123.035116,3712.644964,4099.970117
,,,,,,2017-09-19 23:59:59,4099.970117,4118.379464,3850.816737,3910.096313
,,,,,,2017-09-20 23:59:59,3910.11,4043.266311,3844.758989,3868.228452
,,,,,,2017-09-21 23:59:59,3868.235513,3904.711867,3573.83,3617.47
,,,,,,2017-09-22 23:59:59,3617.47,3754.728359,3514.0,3615.256116
,,,,,,2017-09-23 23:59:59,3615.256106,3814.542873,3574.128515,3783.96151
,,,,,,2017-09-24 23:59:59,3784.158859,3786.85202,3628.762391,3668.429743
,,,,,,2017-09-25 23:59:59,3668.429743,3964.377788,3667.371422,3919.834169
,,,,,,2017-09-26 23:59:59,3919.834169,3963.960379,3855.252145,3884.867698
,,,,,,2017-09-27 23:59:59,3884.867698,4223.817247,3873.89589,4199.330168
,,,,,,2017-09-28 23:59:59,4199.330168,4266.183921,4123.582125,4186.14868
,,,,,,2017-09-29 23:59:59,4186.360631,4214.587546,4023.0,4159.147042
,,,,,,2017-09-30 23:59:59,4159.158834,4345.670194,4147.284384,4327.557678
,,,,,,2017-10-01 23:59:59,4327.557678,4381.059133,4233.672995,4381.058041
,,,,,,2017-10-02 23:59:59,4381.057745,4450.79241,4359.682244,4389.745915
,,,,,,2017-10-03 23:59:59,4389.747631,4420.486281,4233.643455,4309.407278
,,,,,,2017-10-04 23:59:59,4309.407283,4342.826869,4182.373306,4216.245182
,,,,,,2017-10-05 23:59:59,4216.245185,4357.846814,4147.122698,4312.60725
,,,,,,2017-10-06 23:59:59,4312.60725,4411.181877,4295.606717,4362.554735
,,,,,,2017-10-07 23:59:59,4362.554731,4454.679606,4316.344217,4421.879516
,,,,,,2017-10-08 23:59:59,4421.96665,4608.497825,4413.023345,4598.489158
,,,,,,2017-10-09 23:59:59,4598.488784,4861.289538,4548.162429,4760.627945
,,,,,,2017-10-10 23:59:59,4760.402398,4904.618442,4707.69,4746.937791
,,,,,,2017-10-11 23:59:59,4746.937707,4868.587975,4712.592593,4814.909447
,,,,,,2017-10-12 23:59:59,4814.909445,5438.454157,4808.285219,5438.454008
,,,,,,2017-10-13 23:59:59,5438.490379,5849.529621,5395.118429,5634.969555
,,,,,,2017-10-14 23:59:59,5634.969986,5801.720838,5566.379673,5800.263796
,,,,,,2017-10-15 23:59:59,5800.264723,5831.043939,5431.07104,5688.761308
,,,,,,2017-10-16 23:59:59,5688.76137,5786.796518,5574.090801,5752.18579
,,,,,,2017-10-17 23:59:59,5752.18653,5766.988533,5527.609605,5594.588078
,,,,,,2017-10-18 23:59:59,5594.587867,5601.800012,5105.559211,5577.009011
,,,,,,2017-10-19 23:59:59,5577.008877,5732.127515,5524.396725,5699.300996
,,,,,,2017-10-20 23:59:59,5699.300996,6066.66489,5623.944707,5987.37009
,,,,,,2017-10-21 23:59:59,5987.37009,6181.325779,5872.625386,6013.46
,,,,,,2017-10-22 23:59:59,6013.46,6069.511034,5737.829823,5993.838767
,,,,,,2017-10-23 23:59:59,5993.85484,6049.247631,5651.357033,5905.05879
,,,,,,2017-10-24 23:59:59,5905.05879,5905.058887,5465.447336,5524.056553
,,,,,,2017-10-25 23:59:59,5524.056553,5749.53003,5376.72,5739.226825
,,,,,,2017-10-26 23:59:59,5739.22703,5985.416538,5695.324534,5890.175173
,,,,,,2017-10-27 23:59:59,5890.175173,5995.921673,5688.800213,5764.27
,,,,,,2017-10-28 23:59:59,5764.27,5875.66,5653.864974,5739.353301
,,,,,,2017-10-29 23:59:59,5739.353301,6310.141401,5694.56,6138.490766
,,,,,,2017-10-30 23:59:59,6138.490785,6215.802086,6027.298537,6123.090964
,,,,,,2017-10-31 23:59:59,6123.090878,6455.579395,6083.501811,6443.116986
,,,,,,2017-11-01 23:59:59,6443.11702,6760.070448,6361.705991,6741.585617
,,,,,,2017-11-02 23:59:59,6741.585846,7355.459379,6740.373581,7036.636955
,,,,,,2017-11-03 23:59:59,7036.63706,7465.650027,6940.608387,7170.66
,,,,,,2017-11-04 23:59:59,7170.66,7500.0,7011.37,7402.852602
,,,,,,2017-11-05 23:59:59,7402.852781,7599.163815,7298.846479,7383.211826
,,,,,,2017-11-06 23:59:59,7383.211826,7425.95741,6933.276666,6961.565859
,,,,,,2017-11-07 23:59:59,6961.351764,7227.249317,6961.351764,7127.153443
,,,,,,2017-11-08 23:59:59,7127.23995,7887.99,7070.422353,7465.937481
,,,,,,2017-11-09 23:59:59,7465.944993,7472.371778,7066.458087,7154.705514
,,,,,,2017-11-10 23:59:59,7154.524953,7344.104432,6430.01,6578.086604
,,,,,,2017-11-11 23:59:59,6578.110417,6826.397434,6201.982143,6351.07
,,,,,,2017-11-12 23:59:59,6355.13,6480.231353,5512.022422,5880.196368
,,,,,,2017-11-13 23:59:59,5879.327869,6796.585537,5848.466788,6536.501331
,,,,,,2017-11-14 23:59:59,6535.87,6747.413772,6480.900327,6605.953276
,,,,,,2017-11-15 23:59:59,6605.953245,7347.249152,6605.953234,7294.0
,,,,,,2017-11-16 23:59:59,7294.0,7980.42726,7129.719494,7839.71199
,,,,,,2017-11-17 23:59:59,7839.654529,7994.522523,7536.111027,7680.417343
,,,,,,2017-11-18 23:59:59,7680.417343,7848.415312,7455.911478,7777.204129
,,,,,,2017-11-19 23:59:59,7777.204129,8093.648932,7685.349294,8035.057864
,,,,,,2017-11-20 23:59:59,8035.057931,8285.722713,7956.981204,8242.038537
,,,,,,2017-11-21 23:59:59,8242.038139,8359.033201,7803.14,8098.425986
,,,,,,2017-11-22 23:59:59,8098.419628,8301.223195,8061.734056,8242.051059
,,,,,,2017-11-23 23:59:59,8242.051806,8273.653673,8029.540766,8029.540766
,,,,,,2017-11-24 23:59:59,8029.481931,8326.903842,7888.994883,8214.487304
,,,,,,2017-11-25 23:59:59,8214.487367,8793.791962,8167.717046,8793.791479
