ds,y
2018-10-26 23:59:59,6404.87
2018-10-27 23:59:59,6408.492455
2018-10-28 23:59:59,6404.17197
2018-10-29 23:59:59,6265.2
2018-10-30 23:59:59,6268.361536
2018-10-31 23:59:59,6303.599954
2018-11-01 23:59:59,6343.770757
2018-11-02 23:59:59,6349.8
2018-11-03 23:59:59,6332.7449
2018-11-04 23:59:59,6421.939847
2018-11-05 23:59:59,6404.104682
2018-11-06 23:59:59,6447.06
2018-11-07 23:59:59,6501.413828
2018-11-08 23:59:59,6408.463631
2018-11-09 23:59:59,6335.617054
2018-11-10 23:59:59,6348.146138
2018-11-11 23:59:59,6360.101666
2018-11-12 23:59:59,6326.570971
2018-11-13 23:59:59,6260.91
2018-11-14 23:59:59,5599.809557
2018-11-15 23:59:59,5575.56
2018-11-16 23:59:59,5513.283966
2018-11-17 23:59:59,5504.420315
2018-11-18 23:59:59,5557.005967
2018-11-19 23:59:59,4734.06
2018-11-20 23:59:59,4354.46
2018-11-21 23:59:59,4546.596152
2018-11-22 23:59:59,4261.796643
2018-11-23 23:59:59,4288.235543
2018-11-24 23:59:59,3780.94018
2018-11-25 23:59:59,3937.045839
2018-11-26 23:59:59,3724.458365
2018-11-27 23:59:59,3773.21581
2018-11-28 23:59:59,4217.213203
2018-11-29 23:59:59,4245.470551
2018-11-30 23:59:59,3975.83693
2018-12-01 23:59:59,4143.352875
2018-12-02 23:59:59,4099.8
2018-12-03 23:59:59,3833.811826
2018-12-04 23:59:59,3902.707187
2018-12-05 23:59:59,3690.412605
2018-12-06 23:59:59,3433.26
2018-12-07 23:59:59,3380.68
2018-12-08 23:59:59,3398.8
2018-12-09 23:59:59,3532.0
2018-12-10 23:59:59,3411.061752
2018-12-11 23:59:59,3349.534636
2018-12-12 23:59:59,3431.42
2018-12-13 23:59:59,3262.859122
2018-12-14 23:59:59,3194.234582
2018-12-15 23:59:59,3182.968714
2018-12-16 23:59:59,3193.78
2018-12-17 23:59:59,3498.500747
2018-12-18 23:59:59,3667.174003
2018-12-19 23:59:59,3683.591519
2018-12-20 23:59:59,4075.937342
2018-12-21 23:59:59,3838.988031
2018-12-22 23:59:59,3982.023102
2018-12-23 23:59:59,3945.757092
2018-12-24 23:59:59,4034.351456
2018-12-25 23:59:59,3779.99
2018-12-26 23:59:59,3809.329961
2018-12-27 23:59:59,3589.89
2018-12-28 23:59:59,3887.176188
2018-12-29 23:59:59,3725.48
2018-12-30 23:59:59,3829.012202
2018-12-31 23:59:59,3687.99
2019-01-01 23:59:59,3823.17
2019-01-02 23:59:59,3888.287877
2019-01-03 23:59:59,3785.63
2019-01-04 23:59:59,3822.288443
2019-01-05 23:59:59,3798.522747
2019-01-06 23:59:59,4040.99
2019-01-07 23:59:59,4005.45
2019-01-08 23:59:59,3993.86
2019-01-09 23:59:59,4003.125993
2019-01-10 23:59:59,3626.343368
2019-01-11 23:59:59,3634.769387
2019-01-12 23:59:59,3617.194107
2019-01-13 23:59:59,3513.835218
